NanogKO_0h_1 NanogKO_0h_2 NanogKO_0h_3 NanogKO_12h_1 NanogKO_12h_2 NanogKO_12h_3 NanogKO_24h_1 NanogKO_24h_2 NanogKO_24h_3 WT_0h_1 WT_0h_2 WT_12h_1 WT_12h_2 WT_12h_3 WT_24h_1 WT_24h_2 WT_24h_3
Abi2 700 733 839 919 865 523 1229 731 512 637 1268 2155 664 543 1141 1587 1753
Raph1 1103 998 1345 954 872 473 1134 669 432 617 1225 1873 562 486 874 1254 1445
Cd28 2 4 4 0 2 0 4 1 0 0 1 7 5 2 8 7 13
Ctla4 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 2
Icos 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1
9530026F06Rik 1 0 0 1 0 1 1 0 0 0 1 0 0 0 0 1 0
Pard3b 3 5 7 14 5 11 8 11 3 13 26 45 17 14 22 16 34
Nrp2 1968 1843 2283 934 954 560 610 358 274 1449 2735 3978 1499 973 1437 1595 2079
4930487H11Rik 0 3 3 3 1 0 2 0 0 2 1 4 0 2 3 2 4
Ino80d 708 711 967 1252 1073 707 938 641 384 397 586 2199 751 532 835 1274 1385
Ino80dos 38 16 32 33 28 12 28 23 14 12 33 61 17 9 25 41 37
Ndufs1 2783 2897 3387 2602 2555 1525 3007 1998 1335 1951 2780 4186 1398 1053 2610 3494 3615
Eef1b2 21012 20651 23959 20901 18906 11514 23734 16200 13021 17231 23755 33993 11214 8348 23627 27318 28979
Snora41 18 18 29 28 29 14 22 19 14 10 28 54 11 14 21 36 25
Gpr1 8 5 8 14 7 5 16 15 4 4 4 21 5 7 8 5 10
Zdbf2 1498 1509 1825 1719 1578 965 2397 1444 799 1255 1606 3056 1071 864 1775 2668 3042
Adam23 749 734 807 919 863 501 1150 805 500 515 1035 2276 814 585 1539 1952 2143
Dytn 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
Mdh1b 6 0 0 3 2 2 6 2 1 3 5 7 3 2 6 3 1
Fastkd2 906 810 1005 897 856 522 1266 728 527 570 855 1367 432 323 812 1017 1250
4933402D24Rik 0 0 3 6 1 1 4 1 0 3 2 1 1 0 1 0 0
Gm13749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Mir1958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Klf7 82 68 81 102 87 60 99 52 54 30 95 160 46 47 100 109 126
Mir6899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Creb1 679 735 863 700 608 374 913 572 361 695 1390 1498 557 393 932 1298 1588
Mettl21a 299 289 340 222 249 142 299 182 131 194 309 343 126 90 227 247 286
2810408I11Rik 99 134 134 79 81 62 176 88 69 91 133 122 56 43 125 144 175
Ccnyl1 982 958 1153 1183 1086 671 1372 858 619 749 1310 1717 509 417 947 1254 1435
Fzd5 782 740 886 903 874 582 922 525 395 467 1171 1566 578 418 906 1028 1198
Plekhm3 278 291 391 357 341 239 309 201 121 150 261 502 178 138 240 265 333
Akr1cl 23 35 24 30 15 12 8 15 7 18 21 52 19 19 11 15 22
Cryge 10 20 14 11 8 4 10 10 4 21 68 37 9 9 7 8 10
Crygd 17 11 10 10 7 5 4 2 1 43 65 50 17 10 6 7 6
Crygc 5 0 7 3 2 1 5 4 1 2 5 13 0 1 4 1 5
Crygb 1 0 2 1 0 1 1 1 0 0 1 7 0 1 3 0 3
Cryga 10 11 8 12 16 6 11 7 4 5 9 7 4 3 6 3 5
D630023F18Rik 300 329 318 226 180 119 221 166 110 109 192 361 131 99 230 300 326
Idh1 3142 2826 3595 2218 2026 1208 2088 1371 926 2060 3506 4001 1376 985 1897 2437 2677
Pikfyve 859 865 1025 1021 947 565 1343 882 505 489 789 1428 462 353 771 1068 1213
Pth2r 1 2 0 4 7 4 6 7 2 1 0 2 0 0 1 6 2
Crygf 3 9 8 4 2 0 4 7 1 11 32 11 7 4 1 5 2
Map2 45 57 56 43 37 25 98 46 29 66 151 177 68 38 134 195 220
Unc80 1 1 3 2 6 3 15 11 2 0 6 6 5 1 4 11 12
Rpe 1202 1211 1368 1033 1004 649 1367 909 616 1023 1764 2077 636 531 1210 1392 1583
Kansl1l 86 73 111 96 73 47 146 75 46 59 100 114 41 43 78 122 133
Acadl 987 1030 1066 769 685 440 836 505 384 377 593 767 253 236 436 653 641
Myl1 0 2 0 0 2 0 3 1 0 8 22 4 2 2 7 7 10
Lancl1 659 642 718 589 580 375 664 433 377 509 872 1011 341 308 660 753 864
Cps1 26 15 25 34 27 21 33 22 16 11 22 51 12 9 19 37 22
Erbb4 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0
Ikzf2 12 14 31 11 12 8 9 1 2 40 59 87 37 21 34 48 47
Spag16 35 17 38 37 22 9 21 19 13 30 50 58 21 13 38 39 42
Vwc2l 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bard1 681 697 854 721 691 447 939 562 426 485 939 1461 444 356 884 1116 1281
Abca12 0 1 1 5 4 1 8 6 3 0 2 5 1 0 5 5 10
Atic 3712 3669 4311 4748 4345 2984 6319 4129 2787 3376 5772 8875 3020 2323 5456 6675 7495
Fn1 18783 18866 24320 20688 18656 13090 17504 10836 6792 12347 25100 47115 17531 12409 18287 22331 27637
Apol7d 7 9 3 3 5 4 6 2 1 3 11 14 5 2 1 5 9
Gm8883 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1
4933417E11Rik 1 1 0 0 1 1 0 0 1 0 0 1 1 1 0 1 0
Mreg 2564 2693 2991 2807 2338 1450 1995 1338 885 1693 3387 6281 2056 1564 2802 3624 4056
Pecr 332 335 413 250 243 140 269 186 133 320 481 485 186 143 322 426 494
Tmem169 1 3 0 4 2 1 1 4 2 2 4 3 3 3 2 7 10
Xrcc5 2351 2306 2751 2412 2237 1426 2799 1818 1300 1717 2607 3891 1240 1035 2538 3325 3551
March4 0 3 5 2 1 0 2 0 0 1 0 3 1 0 3 0 4
Smarcal1 619 648 757 647 625 368 648 412 315 611 979 1343 539 377 750 893 1038
Ankar 1 0 0 1 3 0 0 1 0 0 0 0 0 0 0 0 0
Rpl37a 14225 13663 15139 11754 10283 7232 11087 7210 6386 13217 19692 22553 7986 5562 12824 13271 15475
Igfbp2 6266 6241 7262 2215 2282 1481 2996 1969 1914 6201 11628 10431 3743 2641 7474 6346 7109
Igfbp5 122 138 144 43 67 31 51 17 24 843 1687 3430 1438 870 1647 1695 2141
Tnp1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0
1700027A15Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pinc 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
D530049I02Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6030407O03Rik 1 2 5 2 0 2 0 0 1 2 6 3 1 0 0 1 1
Tns1 590 677 865 524 513 352 514 255 194 378 814 620 251 190 275 340 459
Rufy4 9 9 13 8 3 5 11 2 4 6 5 2 1 1 5 7 9
Cxcr2 2 0 4 9 8 5 15 7 6 2 2 5 3 0 5 11 9
Cxcr1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
Arpc2 5037 5015 5986 5407 4822 3032 5248 3636 2368 3891 6508 8253 2895 2099 4137 5150 5808
Gpbar1 0 0 0 2 2 1 8 2 2 1 0 3 0 1 2 0 4
Aamp 3592 3541 4289 6003 5505 3549 5310 3431 2789 2995 4681 9517 3509 2419 5476 5525 6137
Pnkd 537 530 637 639 568 405 787 469 445 607 895 1404 530 365 1028 1102 1260
Tmbim1 773 756 928 779 750 498 639 410 367 526 922 1203 448 304 501 674 730
Catip 12 13 15 73 39 37 55 29 27 2 4 73 23 18 95 106 123
Slc11a1 55 65 48 61 81 41 66 36 38 12 24 56 15 23 63 69 91
Ctdsp1 1221 1163 1442 1132 1038 698 1003 662 546 858 1639 1919 714 543 1008 1034 1153
Mir26b 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
Vil1 29 27 28 21 22 7 24 16 10 22 28 28 11 13 17 21 22
Usp37 1360 1352 1664 1442 1295 835 1447 1016 620 927 1720 2798 925 717 1458 1963 2198
Rqcd1 2575 2383 2914 2969 2570 1672 3170 2124 1362 1757 3365 4934 1664 1314 2684 3496 3749
Plcd4 43 34 52 23 28 16 39 33 22 15 48 38 6 11 26 36 35
Zfp142 449 450 543 658 667 433 1006 598 363 359 630 1278 460 352 711 822 950
Bcs1l 295 293 308 262 237 154 302 230 154 228 299 511 207 136 365 350 450
Rnf25 488 443 516 594 555 323 593 435 307 376 587 1135 387 324 561 657 836
Stk36 124 121 157 108 109 70 96 54 41 81 157 253 87 72 135 112 156
Ttll4 243 301 371 487 410 311 607 420 296 695 1308 1524 515 476 924 1165 1234
Cyp27a1 43 50 68 39 36 23 42 27 25 34 39 18 11 4 20 21 20
Prkag3 1 1 1 2 0 1 3 6 0 3 13 2 2 0 0 0 2
Wnt6 115 99 129 69 74 59 58 42 23 183 328 67 32 17 19 21 28
Wnt10a 11 8 11 5 9 2 9 7 3 8 37 5 1 3 1 0 4
Cdk5r2 72 79 83 96 110 77 144 87 101 24 45 53 20 14 118 118 124
Fev 2 2 3 0 3 1 1 0 4 2 6 0 3 1 0 0 2
Cryba2 0 3 2 1 0 0 0 0 0 1 4 0 0 0 0 1 1
Mir375 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Ccdc108 0 0 1 1 2 1 2 1 1 0 3 6 2 0 2 0 3
Ihh 11 17 22 67 69 37 91 55 55 7 16 11 7 1 6 4 3
Nhej1 104 113 141 87 76 48 117 78 55 86 143 192 63 58 115 158 183
Slc23a3 0 1 4 3 3 1 1 4 1 5 4 6 1 0 2 3 4
Cnppd1 537 582 624 558 551 334 581 375 333 368 659 905 307 247 412 427 501
Fam134a 583 613 703 606 583 355 651 470 356 451 881 1055 383 224 494 586 689
Zfand2b 238 226 219 205 211 139 204 154 127 142 275 422 108 104 272 254 301
Abcb6 586 607 683 815 839 623 959 598 451 405 723 1183 442 296 682 666 733
Atg9a 461 534 576 445 413 259 322 238 155 329 633 650 253 171 358 353 389
Ankzf1 449 536 570 291 286 120 311 237 150 354 621 509 209 151 385 434 437
Glb1l 43 44 50 54 49 35 56 26 26 33 84 116 28 18 41 66 60
Stk16 420 445 549 636 639 447 820 529 423 410 732 1333 514 327 777 890 1039
Tuba4a 2684 2849 3196 3549 3300 2076 5172 3371 2886 1255 1859 3603 1338 983 3391 3875 4149
A630095N17Rik 8 2 3 6 11 2 7 5 1 4 2 10 0 1 3 4 9
Dnajb2 279 299 283 330 348 197 462 256 215 170 337 550 206 154 327 327 464
Ptprn 299 341 372 343 320 228 390 227 200 620 1099 1563 607 402 651 706 736
Resp18 0 0 0 0 0 3 3 0 1 0 0 0 1 0 2 3 2
Dnpep 1475 1402 1599 1388 1312 920 1331 1019 761 1392 2166 3068 1098 798 1639 1686 1944
Des 508 526 604 264 266 164 246 188 104 1063 1775 854 298 233 170 229 319
Gm15179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Speg 210 208 219 176 146 123 207 162 95 470 931 793 316 204 380 386 440
Gmppa 710 604 750 514 503 304 543 384 241 419 752 765 277 221 493 521 579
Asic4 0 0 2 0 2 1 0 0 2 15 20 14 8 10 11 8 11
Chpf 647 612 783 808 881 623 765 475 384 659 1269 1479 604 396 781 765 930
Tmem198 25 24 33 55 39 27 17 8 18 18 22 72 13 21 22 20 36
Obsl1 669 711 723 733 708 538 741 529 372 943 1881 1966 817 525 1068 1123 1302
Inha 13 9 17 6 9 9 3 3 0 30 28 19 11 8 12 14 16
Stk11ip 764 768 946 1057 962 631 1050 673 539 542 862 1862 679 486 933 1019 1155
Slc4a3 54 60 65 92 73 60 77 72 48 48 162 200 73 58 133 129 150
Gm17751 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
Mir6343 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Epha4 872 841 1121 951 957 581 1017 600 427 642 1123 1486 504 405 705 801 978
Mir6352 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pax3 2 6 11 4 1 2 4 2 0 54 100 114 41 36 59 68 85
Sgpp2 5 3 8 12 8 2 9 5 6 9 23 25 1 5 6 6 5
Farsb 2539 2350 2947 2433 2284 1526 3157 2147 1351 1762 2970 3965 1375 1043 2291 3041 3615
Mogat1 5 0 0 0 1 0 0 1 1 0 4 2 0 1 1 0 0
Acsl3 1202 1145 1364 963 832 546 1419 998 540 1878 3013 2916 1008 730 1645 2352 2665
Utp14b 547 556 710 396 392 258 538 366 215 331 596 667 201 146 296 458 467
Kcne4 1 5 10 1 4 2 4 10 4 8 6 3 2 1 0 2 1
Scg2 2 0 0 2 0 1 3 2 2 1 1 5 0 0 3 5 8
Ap1s3 71 69 72 111 93 57 165 108 68 102 157 322 97 84 138 243 221
Wdfy1 1603 1561 1910 1432 1412 896 2100 1274 935 604 1077 1562 502 350 998 1142 1385
Mrpl44 894 852 1062 924 964 681 1118 745 556 675 1083 1583 527 388 1030 1140 1281
Serpine2 1287 1204 1514 1047 1022 690 1494 891 755 641 1121 1703 655 463 1232 1396 1926
Fam124b 7 3 1 2 3 2 2 2 0 1 2 1 2 0 0 2 1
Cul3 2786 2690 3447 2988 2649 1647 3146 2042 1216 1955 3246 4866 1551 1174 2508 3388 3992
1700016L21Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Dock10 20 8 5 17 17 7 27 17 5 0 6 21 6 6 8 14 17
Nyap2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
Mir6344 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Irs1 40 30 31 19 17 28 40 19 11 107 242 280 115 83 134 216 233
Rhbdd1 260 231 276 139 144 102 209 133 78 155 277 271 97 93 156 221 228
Col4a4 0 1 0 0 0 0 0 1 0 2 0 1 1 0 1 0 0
Col4a3 0 0 1 3 5 0 1 0 2 0 0 3 1 1 3 0 4
Mff 1080 1151 1276 844 838 523 1109 794 455 908 1423 1539 544 386 1012 1185 1308
Tm4sf20 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 4 0
Agfg1 2494 2515 2912 1698 1431 916 1836 1369 714 1421 2896 2907 937 791 1464 2011 2213
Slc19a3 68 27 76 32 32 17 42 23 24 13 31 38 11 5 15 21 32
Ccl20 6 4 17 16 13 5 20 13 7 8 6 4 4 2 4 7 4
Daw1 0 0 0 3 0 1 1 1 1 1 1 1 0 0 0 0 0
Sphkap 1 0 5 2 1 1 3 6 5 0 2 3 3 5 5 15 7
Pid1 288 299 327 320 277 175 341 253 157 260 476 547 175 107 225 283 353
Mir6353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Dner 17 25 23 14 16 9 20 8 9 107 204 144 44 35 51 61 73
Mir5126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Trip12 15780 15798 19569 16960 15389 9964 17307 11144 6763 7953 14335 26174 8713 6960 13409 18327 20834
Fbxo36 76 94 110 113 82 61 66 51 34 47 97 149 43 39 52 72 91
Slc16a14 33 45 51 17 19 13 15 9 6 7 15 17 3 4 7 10 16
A530032D15Rik 19 23 19 38 23 25 28 18 10 20 35 53 15 11 7 25 34
Gm7609 0 1 3 4 2 1 2 2 3 5 1 5 2 1 1 2 2
C130026I21Rik 22 19 26 27 24 16 25 17 12 33 45 42 12 5 12 15 23
Sp110 36 32 44 52 48 40 46 44 26 54 73 110 34 19 22 45 38
Sp140 59 84 90 130 137 72 134 93 59 96 135 220 88 65 112 115 143
Sp100 4 3 7 1 0 0 3 1 1 15 11 4 2 1 1 1 4
A630001G21Rik 9 12 7 21 7 14 37 13 16 9 31 40 3 4 18 19 36
Mir8096 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9930111H07Rik 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
Cab39 1675 1524 1988 1838 1630 1057 2109 1327 939 1408 2623 3213 1060 843 1936 2357 2566
Itm2c 664 649 754 938 896 629 920 625 529 1011 1569 2057 770 543 1165 1142 1305
4933407L21Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gpr55 1 2 1 2 1 0 4 0 1 0 2 2 0 0 0 0 1
Spata3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0
2810459M11Rik 10 11 27 77 63 35 118 66 44 12 18 16 5 7 29 37 50
Psmd1 5412 5403 6531 6385 6026 3757 8253 5329 3508 4534 7730 11029 3866 2889 7081 8830 10349
Htr2b 1 1 3 15 8 18 6 6 4 1 1 30 12 5 6 9 16
Armc9 211 260 282 353 312 210 407 269 181 201 415 615 251 194 333 392 463
B3gnt7 2587 2409 2992 3523 3267 2190 2988 2316 1526 1310 2392 4031 1430 1096 2109 2325 2530
Ncl 51329 50278 61593 54856 51531 32425 74843 48080 30498 41314 67064 87628 29217 21937 50087 68362 82865
Snora75 7 8 11 18 9 4 15 15 10 14 10 20 6 7 6 17 21
Mir3535 2 3 2 12 8 5 10 4 3 2 0 9 1 2 5 6 11
Snord82 1 0 0 0 2 1 0 0 1 1 1 5 1 0 1 2 2
C130036L24Rik 13 13 20 24 24 10 26 19 12 10 34 35 11 5 21 21 24
Nmur1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 0
1700019O17Rik 1 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
Ptma 55237 54313 64124 65275 62347 39083 96113 59151 47473 50320 86086 110319 38189 27743 75578 91894 104184
Pde6d 408 439 539 355 365 236 370 301 209 338 620 700 274 194 444 431 528
Cops7b 694 719 820 981 865 563 1148 697 614 745 1255 1863 690 489 1235 1242 1454
Nppc 0 2 3 1 4 3 8 2 4 0 1 3 1 2 1 2 6
Dis3l2 374 326 413 364 308 219 324 219 172 304 566 679 227 155 382 414 465
Alppl2 55 65 79 50 66 41 35 22 24 0 5 3 1 6 18 10 15
Alpi 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Akp3 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
Ecel1 10 12 23 3 3 3 8 4 5 7 23 25 11 6 13 7 12
Prss56 13 6 16 8 15 6 5 7 8 42 68 28 5 3 11 10 5
Chrnd 2 1 2 1 0 1 2 1 0 3 5 6 1 2 2 0 2
Chrng 0 1 1 2 1 2 5 1 0 0 3 3 2 1 7 2 4
Eif4e2 2987 2933 3483 3500 3191 2058 3526 2463 1607 2573 4240 6209 2099 1661 3256 4042 4698
Efhd1 25 22 28 28 21 14 19 19 14 11 26 109 49 13 77 78 109
Gigyf2 1835 1872 2543 2103 1917 1311 2549 1705 1026 1405 2944 4118 1441 1011 2141 2669 3324
Kcnj13 4 3 4 1 1 1 1 3 0 0 2 5 1 1 1 0 2
3110079O15Rik 1 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 0
Ngef 14 7 10 9 7 4 30 14 19 4 26 28 11 8 22 19 16
Neu2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
Inpp5d 2739 2838 3379 2085 1924 1381 2074 1268 939 1125 1956 3000 1103 790 1636 2056 2242
Atg16l1 951 1012 1212 1442 1363 859 1590 1028 717 712 1212 1962 710 539 1234 1477 1587
Scarna6 0 1 1 2 2 2 3 1 0 0 0 0 1 0 1 3 5
Sag 0 0 1 8 1 2 4 6 3 2 10 7 2 2 4 4 3
Dgkd 1578 1593 1919 1456 1454 967 1751 1171 769 1325 2373 2938 1016 726 1736 1963 2352
Usp40 310 353 424 293 241 147 290 219 151 241 479 588 197 144 305 352 443
Ugt1a10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Ugt1a9 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
Ugt1a7c 8 7 11 21 12 4 9 4 9 7 5 8 1 6 2 6 10
Ugt1a6b 7 1 8 4 7 3 1 2 1 0 5 0 1 3 3 4 6
Ugt1a6a 8 1 12 6 7 7 2 3 1 1 7 2 2 4 5 6 8
Ugt1a5 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1
Ugt1a2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1
Dnajb3 37 34 35 30 36 9 37 32 25 28 44 35 20 12 43 38 54
Ugt1a1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
Mroh2a 1 0 0 0 0 2 2 0 0 0 0 2 0 0 0 0 2
Hjurp 103 104 153 110 96 65 140 69 46 90 201 192 72 58 96 136 166
6430706D22Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
A730008H23Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Trpm8 2 0 0 1 5 2 1 0 0 1 2 1 0 0 0 0 0
Spp2 0 0 0 0 0 0 0 0 1 2 0 1 0 0 0 0 0
Glrp1 1 3 0 2 1 2 6 0 0 0 1 6 2 3 0 3 7
Gm19589 0 0 1 0 1 0 0 0 0 1 2 3 0 0 2 1 2
Arl4c 780 891 998 788 802 516 1235 755 575 1775 3970 2249 791 577 923 1043 1276
2410088K16Rik 18 14 30 87 79 56 95 53 49 7 10 112 35 23 88 86 111
1700067G17Rik 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2
Sh3bp4 749 787 789 923 904 629 1001 630 476 717 1249 1670 589 441 980 1064 1221
C030007H22Rik 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
Agap1 791 851 991 664 659 427 708 461 276 599 1365 1331 480 350 658 783 944
4933400F21Rik 0 0 0 3 1 0 2 0 0 0 0 0 2 0 1 2 0
Gbx2 465 420 506 728 757 546 1014 877 534 328 765 626 253 161 532 569 612
Asb18 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
Iqca 5 3 4 7 4 3 14 8 4 2 6 9 2 1 14 11 15
Ackr3 139 138 189 115 105 68 68 45 29 125 159 185 71 72 117 94 125
Cops8 1555 1556 1810 1796 1682 1058 1921 1263 958 1184 1704 2620 957 700 1516 1734 1965
Col6a3 360 461 612 338 421 397 574 283 234 146 362 327 142 92 174 286 414
Mlph 16 21 21 48 47 22 20 9 15 0 7 14 14 6 9 7 5
Prlh 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Rab17 23 16 24 20 29 9 20 20 7 7 9 20 3 2 9 3 4
Lrrfip1 1112 1226 1433 836 837 505 1034 598 413 887 1649 1612 550 429 714 945 1164
Rbm44 122 97 155 93 96 58 75 52 24 46 92 213 69 41 78 139 117
Ramp1 4 5 3 2 2 1 5 3 1 8 5 7 1 1 3 6 16
Ube2f 973 957 1127 810 840 530 1084 779 523 562 932 1212 441 300 701 866 1019
Scly 539 491 657 366 311 236 554 358 281 196 310 393 147 118 360 380 432
Espnl 33 21 33 19 18 15 26 20 13 2 14 9 3 2 4 10 9
Klhl30 59 53 96 10 22 14 20 18 13 90 151 180 82 45 71 88 101
Fam132b 56 54 66 18 26 24 44 26 21 36 90 67 26 18 44 46 56
Ilkap 946 889 1105 909 758 506 1080 667 511 732 1243 1586 515 391 910 1023 1197
1700020N18Rik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Hes6 298 334 404 497 522 334 1183 572 679 221 432 722 252 163 511 458 557
Per2 23 22 26 41 31 40 61 46 23 20 58 39 17 23 45 41 50
Traf3ip1 245 255 298 320 327 211 441 259 194 234 439 800 275 198 388 507 614
Asb1 321 343 357 543 544 348 641 381 317 169 328 606 203 174 320 379 459
Twist2 36 51 43 11 20 12 18 9 8 62 115 95 40 25 38 33 65
Hdac4 332 329 398 229 264 186 355 238 157 182 388 444 181 122 294 322 358
Ndufa10 2072 2106 2429 1989 1954 1220 2233 1517 1083 1320 2182 2859 953 747 1628 1918 2196
Mir6900 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr1416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr1415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr1414 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfr1413 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
Olfr1412 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
Olfr1411 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
Olfr1410 2 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0
Olfr12 0 2 0 1 0 2 0 0 0 0 0 0 0 0 0 1 1
Myeov2 679 661 725 666 636 380 729 477 453 669 861 1190 377 272 674 758 870
Otos 1 0 0 0 1 1 1 0 0 0 1 0 1 1 0 1 0
Gpc1 1012 1016 1198 852 813 583 978 650 423 1176 2431 2274 889 593 1168 1211 1526
Mir149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Ankmy1 5 1 5 1 2 1 4 2 2 5 2 5 1 2 3 2 7
Dusp28 58 51 47 62 54 44 90 67 52 49 81 103 34 27 79 88 112
Rnpepl1 489 494 578 442 449 291 377 273 219 445 937 915 364 233 383 389 463
9430060I03Rik 1 3 4 3 2 1 1 2 2 0 1 5 2 0 3 2 4
Capn10 454 439 564 597 570 398 673 456 389 381 627 1289 416 334 756 721 783
Gpr35 35 25 24 6 4 5 8 9 5 20 31 21 5 2 7 9 9
Aqp12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Kif1a 180 221 231 143 149 129 284 203 133 257 634 639 251 180 347 380 429
Agxt 0 0 0 0 0 1 0 1 0 0 1 2 0 0 0 1 2
2310007B03Rik 17 15 22 2 3 6 2 0 1 17 22 25 5 5 1 5 4
Sned1 34 36 42 138 87 85 225 117 85 7 18 86 29 26 131 147 131
Mir6901 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
Mterfd2 437 333 459 479 445 292 615 356 275 292 434 820 273 215 523 674 743
Pask 814 744 978 963 948 589 1114 731 497 484 940 1789 650 481 1136 1381 1493
Ppp1r7 1844 1793 2164 2048 1842 1270 2177 1457 978 1219 2064 2868 1018 747 1742 2021 2377
Mir6902 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0
Mir6345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Ano7 3 6 6 6 13 9 17 19 10 1 4 17 1 2 11 5 12
Hdlbp 12682 12912 15406 11323 10590 6912 12836 8358 5301 7686 13776 16889 5850 4482 9208 11611 13476
Sept2 6621 6360 7835 5617 5095 3061 6070 4076 2643 4206 7554 9294 3057 2316 5068 7163 8123
Farp2 39 32 43 49 44 26 38 27 14 19 48 57 31 16 25 37 39
Stk25 1600 1541 1846 1620 1412 909 1447 1013 784 990 1888 2929 988 756 1627 1852 2059
Bok 115 138 147 217 198 126 242 158 122 345 502 833 295 226 524 469 545
Thap4 546 597 733 681 622 472 595 425 300 630 1133 1391 511 341 673 828 904
Atg4b 1330 1320 1493 1134 1010 645 954 666 429 845 1360 1838 605 422 828 957 1095
Dtymk 2846 2734 3096 3393 3078 2030 4686 3123 2494 2021 2989 5646 1966 1516 4096 4585 5170
Ing5 1360 1427 1676 1959 1735 1108 2090 1301 864 1015 1737 3274 1103 863 1599 2057 2366
D2hgdh 217 235 297 249 207 110 286 179 113 167 338 364 140 103 253 314 353
Gal3st2 0 3 2 5 2 0 2 0 0 0 0 2 1 0 1 2 1
Gm9994 0 1 0 1 1 0 2 0 0 0 1 1 0 1 2 2 2
Gm6086 3 2 2 12 5 0 7 0 0 1 2 11 4 5 4 7 7
Neu4 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0
Pdcd1 2 2 1 4 4 0 7 0 1 3 0 2 0 1 0 4 2
